base_design_id,city,design_id,energy_design_id,design_schema_version,room_type,room_width_m,room_depth_m,room_height_m,floor_area_m2,volume_m3,aspect_ratio,orientation,orientation_deg,window_wall_ratio,shading_depth_m,glazing_type,wall_u_category,wall_u_value_w_m2k,roof_u_value_w_m2k,floor_u_value_w_m2k,glazing_u_value,shgc,vlt,energy_simulation_ready
base_0894,Bartin,Bartin_base_0894,ext_bartin_0894,classguard_v2_external_frozen_1,classroom,6.0342,7.6637,3.4354,46.244632,158.870136,1.270036,W,270,0.4191,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0895,Bartin,Bartin_base_0895,ext_bartin_0895,classguard_v2_external_frozen_1,classroom,6.7076,9.1369,3.6337,61.286803,222.699126,1.362171,E,90,0.3975,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0896,Bartin,Bartin_base_0896,ext_bartin_0896,classguard_v2_external_frozen_1,classroom,7.9859,10.1563,3.507,81.106844,284.438935,1.271779,N,0,0.23135,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0897,Bartin,Bartin_base_0897,ext_bartin_0897,classguard_v2_external_frozen_1,classroom,6.0023,7.8878,3.4522,47.345418,163.446433,1.314122,N,0,0.35188,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0898,Bartin,Bartin_base_0898,ext_bartin_0898,classguard_v2_external_frozen_1,classroom,7.23,9.0982,3.0567,65.78008,201.068284,1.258398,S,180,0.3932,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0899,Bartin,Bartin_base_0899,ext_bartin_0899,classguard_v2_external_frozen_1,classroom,6.7755,9.5594,3.3988,64.769587,220.140117,1.410887,W,270,0.44043,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0900,Bartin,Bartin_base_0900,ext_bartin_0900,classguard_v2_external_frozen_1,classroom,7.8611,9.7891,3.6269,76.953551,279.105842,1.245253,W,270,0.20635,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0901,Bartin,Bartin_base_0901,ext_bartin_0901,classguard_v2_external_frozen_1,classroom,7.4277,8.9839,3.1394,66.729954,209.489466,1.209505,S,180,0.42025,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0902,Bartin,Bartin_base_0902,ext_bartin_0902,classguard_v2_external_frozen_1,classroom,6.2517,8.7049,3.1376,54.42044,170.749936,1.39241,W,270,0.27734,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0903,Bartin,Bartin_base_0903,ext_bartin_0903,classguard_v2_external_frozen_1,classroom,7.6513,8.5619,3.0429,65.50963,199.337637,1.119016,E,90,0.40567,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0904,Bartin,Bartin_base_0904,ext_bartin_0904,classguard_v2_external_frozen_1,classroom,6.4839,8.7831,3.4421,56.948792,196.020593,1.354613,S,180,0.23959,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0905,Bartin,Bartin_base_0905,ext_bartin_0905,classguard_v2_external_frozen_1,classroom,6.154,7.9219,3.6332,48.751167,177.12169,1.287281,W,270,0.24102,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0906,Bartin,Bartin_base_0906,ext_bartin_0906,classguard_v2_external_frozen_1,classroom,8.234,10.0493,3.0623,82.746251,253.393101,1.220454,S,180,0.37529,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0907,Bartin,Bartin_base_0907,ext_bartin_0907,classguard_v2_external_frozen_1,classroom,6.2762,8.4703,3.139,53.161129,166.874652,1.349589,W,270,0.30088,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0908,Bartin,Bartin_base_0908,ext_bartin_0908,classguard_v2_external_frozen_1,classroom,6.223,8.6528,3.1298,53.845822,168.524329,1.39046,S,180,0.44639,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0909,Bartin,Bartin_base_0909,ext_bartin_0909,classguard_v2_external_frozen_1,classroom,6.6436,10.4144,3.2627,69.189063,225.7449,1.56759,W,270,0.2056,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0910,Bartin,Bartin_base_0910,ext_bartin_0910,classguard_v2_external_frozen_1,classroom,6.3117,8.2609,3.6891,52.139827,192.350716,1.308829,N,0,0.22543,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0911,Bartin,Bartin_base_0911,ext_bartin_0911,classguard_v2_external_frozen_1,classroom,6.2835,7.6056,3.3165,47.789302,158.493034,1.210408,W,270,0.2901,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0912,Bartin,Bartin_base_0912,ext_bartin_0912,classguard_v2_external_frozen_1,classroom,6.5817,9.371,3.5238,61.676595,217.338907,1.423796,E,90,0.35692,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0913,Bartin,Bartin_base_0913,ext_bartin_0913,classguard_v2_external_frozen_1,classroom,8.0687,9.0791,3.5525,73.256639,260.245542,1.125233,W,270,0.29558,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0914,Bartin,Bartin_base_0914,ext_bartin_0914,classguard_v2_external_frozen_1,classroom,8.1517,10.0477,3.2787,81.905247,268.54356,1.232592,E,90,0.41202,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0915,Bartin,Bartin_base_0915,ext_bartin_0915,classguard_v2_external_frozen_1,classroom,6.6202,10.2126,3.4494,67.60981,233.215962,1.542627,E,90,0.27754,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0916,Bartin,Bartin_base_0916,ext_bartin_0916,classguard_v2_external_frozen_1,classroom,7.7776,10.0396,3.4445,78.083965,268.960526,1.290826,N,0,0.30857,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0917,Bartin,Bartin_base_0917,ext_bartin_0917,classguard_v2_external_frozen_1,classroom,7.692,8.7109,3.0773,67.004131,206.191102,1.132471,E,90,0.20027,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0918,Bartin,Bartin_base_0918,ext_bartin_0918,classguard_v2_external_frozen_1,classroom,8.0489,10.0116,3.0938,80.582992,249.310611,1.243843,W,270,0.41414,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0919,Bartin,Bartin_base_0919,ext_bartin_0919,classguard_v2_external_frozen_1,classroom,8.3484,9.3676,3.4381,78.204425,268.872502,1.122078,S,180,0.3185,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0920,Bartin,Bartin_base_0920,ext_bartin_0920,classguard_v2_external_frozen_1,classroom,7.6821,8.4587,3.4061,64.980616,221.332555,1.101104,N,0,0.43029,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0921,Bartin,Bartin_base_0921,ext_bartin_0921,classguard_v2_external_frozen_1,classroom,7.6661,9.2773,3.7031,71.120559,263.369963,1.210176,E,90,0.4026,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0922,Bartin,Bartin_base_0922,ext_bartin_0922,classguard_v2_external_frozen_1,classroom,7.656,8.4099,3.6492,64.385832,234.955456,1.098479,E,90,0.36001,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0923,Bartin,Bartin_base_0923,ext_bartin_0923,classguard_v2_external_frozen_1,classroom,7.5206,9.7666,3.669,73.450342,269.488945,1.298653,E,90,0.20083,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0924,Bartin,Bartin_base_0924,ext_bartin_0924,classguard_v2_external_frozen_1,classroom,6.2574,8.8318,3.3505,55.263836,185.162056,1.411429,N,0,0.29313,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0925,Bartin,Bartin_base_0925,ext_bartin_0925,classguard_v2_external_frozen_1,classroom,6.4416,8.9279,3.53,57.509516,203.006755,1.385984,E,90,0.38642,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0926,Bartin,Bartin_base_0926,ext_bartin_0926,classguard_v2_external_frozen_1,classroom,6.9606,9.4905,3.7546,66.059054,248.022389,1.363458,E,90,0.31737,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0927,Bartin,Bartin_base_0927,ext_bartin_0927,classguard_v2_external_frozen_1,classroom,6.1487,8.9701,3.6723,55.154882,202.544614,1.458851,E,90,0.37087,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0928,Bartin,Bartin_base_0928,ext_bartin_0928,classguard_v2_external_frozen_1,classroom,8.2358,7.5999,3.2228,62.591244,201.718379,0.922783,S,180,0.25872,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0929,Bartin,Bartin_base_0929,ext_bartin_0929,classguard_v2_external_frozen_1,classroom,7.8434,9.6545,3.4162,75.724313,258.686844,1.230904,N,0,0.25753,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0930,Bartin,Bartin_base_0930,ext_bartin_0930,classguard_v2_external_frozen_1,classroom,7.4328,10.2524,3.5021,76.20364,266.875463,1.379345,S,180,0.33167,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0931,Bartin,Bartin_base_0931,ext_bartin_0931,classguard_v2_external_frozen_1,classroom,6.3867,8.6446,3.4531,55.20999,190.64315,1.353539,W,270,0.30736,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0932,Bartin,Bartin_base_0932,ext_bartin_0932,classguard_v2_external_frozen_1,classroom,6.3549,7.3903,3.0177,46.964514,141.725484,1.162932,W,270,0.37895,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0933,Bartin,Bartin_base_0933,ext_bartin_0933,classguard_v2_external_frozen_1,classroom,6.8522,9.6107,3.7288,65.854574,245.556222,1.402559,N,0,0.31548,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0934,Bartin,Bartin_base_0934,ext_bartin_0934,classguard_v2_external_frozen_1,classroom,6.5783,9.4582,3.2556,62.218599,202.561818,1.437787,S,180,0.23476,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0935,Bartin,Bartin_base_0935,ext_bartin_0935,classguard_v2_external_frozen_1,classroom,7.9604,7.4209,3.5143,59.07309,207.600541,0.932224,W,270,0.39213,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0936,Bartin,Bartin_base_0936,ext_bartin_0936,classguard_v2_external_frozen_1,classroom,7.7253,8.1323,3.5437,62.824245,222.631383,1.052676,N,0,0.20211,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0937,Bartin,Bartin_base_0937,ext_bartin_0937,classguard_v2_external_frozen_1,classroom,6.8849,7.0196,3.3354,48.329098,161.198881,1.019561,S,180,0.38612,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0938,Bartin,Bartin_base_0938,ext_bartin_0938,classguard_v2_external_frozen_1,classroom,8.0842,7.7569,3.0194,62.70827,189.34384,0.959508,E,90,0.238,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0939,Bartin,Bartin_base_0939,ext_bartin_0939,classguard_v2_external_frozen_1,classroom,6.9448,7.1416,3.5973,49.597167,178.413623,1.028332,S,180,0.27541,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0940,Bartin,Bartin_base_0940,ext_bartin_0940,classguard_v2_external_frozen_1,classroom,6.8351,8.6757,3.6301,59.298622,215.259363,1.269291,N,0,0.44214,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0941,Bartin,Bartin_base_0941,ext_bartin_0941,classguard_v2_external_frozen_1,classroom,6.5074,10.1113,3.3227,65.797976,218.625813,1.553814,N,0,0.25786,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0942,Bartin,Bartin_base_0942,ext_bartin_0942,classguard_v2_external_frozen_1,classroom,7.253,10.334,3.0028,74.952867,225.070843,1.424794,E,90,0.35343,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0943,Bartin,Bartin_base_0943,ext_bartin_0943,classguard_v2_external_frozen_1,classroom,6.8184,7.0174,3.2935,47.847239,157.585721,1.029188,S,180,0.39969,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0944,Bartin,Bartin_base_0944,ext_bartin_0944,classguard_v2_external_frozen_1,classroom,7.078,7.4893,3.7385,53.009383,198.173285,1.058118,W,270,0.4452,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0945,Bartin,Bartin_base_0945,ext_bartin_0945,classguard_v2_external_frozen_1,classroom,6.5002,7.3539,3.0754,47.802158,147.009682,1.131328,S,180,0.22151,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0946,Bartin,Bartin_base_0946,ext_bartin_0946,classguard_v2_external_frozen_1,classroom,7.8404,9.0553,3.5508,70.997385,252.095427,1.154958,S,180,0.38058,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0947,Bartin,Bartin_base_0947,ext_bartin_0947,classguard_v2_external_frozen_1,classroom,6.9831,10.2387,3.3459,71.497956,239.22671,1.466197,W,270,0.26218,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0948,Bartin,Bartin_base_0948,ext_bartin_0948,classguard_v2_external_frozen_1,classroom,6.1743,7.2284,3.0511,44.630373,136.172879,1.170734,N,0,0.29524,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0949,Bartin,Bartin_base_0949,ext_bartin_0949,classguard_v2_external_frozen_1,classroom,8.1715,10.4758,3.4159,85.602915,292.414165,1.281982,E,90,0.2233,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0950,Bartin,Bartin_base_0950,ext_bartin_0950,classguard_v2_external_frozen_1,classroom,6.6842,9.7939,3.2289,65.464631,211.380484,1.465219,W,270,0.34016,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0951,Bartin,Bartin_base_0951,ext_bartin_0951,classguard_v2_external_frozen_1,classroom,7.2659,10.4852,3.5602,76.184507,271.232181,1.443055,S,180,0.30391,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0952,Bartin,Bartin_base_0952,ext_bartin_0952,classguard_v2_external_frozen_1,classroom,6.7178,7.9243,3.5463,53.233978,188.784624,1.179607,N,0,0.24745,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0953,Bartin,Bartin_base_0953,ext_bartin_0953,classguard_v2_external_frozen_1,classroom,7.5454,8.7396,3.1533,65.944365,207.945358,1.158264,S,180,0.28481,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0954,Bartin,Bartin_base_0954,ext_bartin_0954,classguard_v2_external_frozen_1,classroom,6.6047,8.4327,3.1177,55.695918,173.645434,1.276765,W,270,0.237,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0955,Bartin,Bartin_base_0955,ext_bartin_0955,classguard_v2_external_frozen_1,classroom,7.3432,8.1905,3.6144,60.144746,217.38754,1.115378,S,180,0.31166,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0956,Bartin,Bartin_base_0956,ext_bartin_0956,classguard_v2_external_frozen_1,classroom,6.3015,7.0264,3.0352,44.277026,134.390543,1.115039,N,0,0.31462,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0957,Bartin,Bartin_base_0957,ext_bartin_0957,classguard_v2_external_frozen_1,classroom,6.1286,9.1148,3.6138,55.861307,201.869008,1.487245,E,90,0.35824,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0958,Bartin,Bartin_base_0958,ext_bartin_0958,classguard_v2_external_frozen_1,classroom,7.941,8.2223,3.6258,65.292966,236.740576,1.035422,E,90,0.44156,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0959,Bartin,Bartin_base_0959,ext_bartin_0959,classguard_v2_external_frozen_1,classroom,6.87,7.2878,3.3004,50.067582,165.241014,1.060809,N,0,0.40662,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0960,Bartin,Bartin_base_0960,ext_bartin_0960,classguard_v2_external_frozen_1,classroom,7.3162,10.4081,3.2906,76.147862,250.572355,1.422615,N,0,0.41819,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0961,Bartin,Bartin_base_0961,ext_bartin_0961,classguard_v2_external_frozen_1,classroom,7.9882,7.0558,3.766,56.362586,212.26417,0.883276,S,180,0.33963,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0962,Bartin,Bartin_base_0962,ext_bartin_0962,classguard_v2_external_frozen_1,classroom,8.3912,8.5329,3.0464,71.601092,218.123361,1.016895,W,270,0.20669,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0963,Bartin,Bartin_base_0963,ext_bartin_0963,classguard_v2_external_frozen_1,classroom,6.1399,8.8585,3.7887,54.390141,206.070404,1.442769,W,270,0.31351,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0964,Bartin,Bartin_base_0964,ext_bartin_0964,classguard_v2_external_frozen_1,classroom,7.2563,9.0858,3.1981,65.929286,210.848428,1.252138,S,180,0.33237,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0965,Bartin,Bartin_base_0965,ext_bartin_0965,classguard_v2_external_frozen_1,classroom,6.4642,7.5332,3.0736,48.696505,149.67553,1.165378,N,0,0.29099,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0966,Bartin,Bartin_base_0966,ext_bartin_0966,classguard_v2_external_frozen_1,classroom,8.2854,10.0001,3.6014,82.855528,298.393204,1.206953,N,0,0.43969,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0967,Bartin,Bartin_base_0967,ext_bartin_0967,classguard_v2_external_frozen_1,classroom,8.2231,7.6263,3.522,62.712181,220.87319,0.927419,E,90,0.29794,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0968,Bartin,Bartin_base_0968,ext_bartin_0968,classguard_v2_external_frozen_1,classroom,6.9342,9.7287,3.6627,67.460952,247.091307,1.403012,N,0,0.40886,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0969,Bartin,Bartin_base_0969,ext_bartin_0969,classguard_v2_external_frozen_1,classroom,6.3889,10.3233,3.3385,65.954961,220.189912,1.615814,N,0,0.34111,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0970,Bartin,Bartin_base_0970,ext_bartin_0970,classguard_v2_external_frozen_1,classroom,6.1446,9.5161,3.6031,58.472785,210.680718,1.548681,E,90,0.3306,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0971,Bartin,Bartin_base_0971,ext_bartin_0971,classguard_v2_external_frozen_1,classroom,8.0773,9.8812,3.6183,79.813216,288.789743,1.223334,S,180,0.23915,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0972,Bartin,Bartin_base_0972,ext_bartin_0972,classguard_v2_external_frozen_1,classroom,7.8973,8.3077,3.1235,65.608671,204.930222,1.051961,W,270,0.42049,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0973,Bartin,Bartin_base_0973,ext_bartin_0973,classguard_v2_external_frozen_1,classroom,6.0501,9.2749,3.154,56.113913,176.985487,1.533031,E,90,0.25158,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0974,Bartin,Bartin_base_0974,ext_bartin_0974,classguard_v2_external_frozen_1,classroom,8.1667,10.3968,3.6982,84.907433,314.004927,1.273069,S,180,0.22886,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0975,Bartin,Bartin_base_0975,ext_bartin_0975,classguard_v2_external_frozen_1,classroom,6.5663,8.8679,3.4986,58.229388,203.721955,1.350508,N,0,0.33333,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0976,Bartin,Bartin_base_0976,ext_bartin_0976,classguard_v2_external_frozen_1,classroom,6.5422,8.6371,3.3203,56.505538,187.617459,1.320221,W,270,0.33591,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0977,Bartin,Bartin_base_0977,ext_bartin_0977,classguard_v2_external_frozen_1,classroom,8.1206,7.4391,3.4479,60.409922,208.287263,0.916077,S,180,0.31258,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0978,Bartin,Bartin_base_0978,ext_bartin_0978,classguard_v2_external_frozen_1,classroom,7.7759,10.369,3.6928,80.628045,297.745716,1.333491,E,90,0.21482,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0979,Bartin,Bartin_base_0979,ext_bartin_0979,classguard_v2_external_frozen_1,classroom,6.3737,8.1033,3.15,51.648295,162.694161,1.271371,S,180,0.3653,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0980,Bartin,Bartin_base_0980,ext_bartin_0980,classguard_v2_external_frozen_1,classroom,7.1176,7.5712,3.5646,53.888639,192.09379,1.063729,W,270,0.26635,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0981,Bartin,Bartin_base_0981,ext_bartin_0981,classguard_v2_external_frozen_1,classroom,7.8352,9.6952,3.5571,75.963722,270.209426,1.237385,N,0,0.21997,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0982,Bartin,Bartin_base_0982,ext_bartin_0982,classguard_v2_external_frozen_1,classroom,6.2146,8.5416,3.4661,53.08248,183.99018,1.374443,S,180,0.22574,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0983,Bartin,Bartin_base_0983,ext_bartin_0983,classguard_v2_external_frozen_1,classroom,6.4938,8.7616,3.4552,56.895966,196.584442,1.349231,E,90,0.37288,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0984,Bartin,Bartin_base_0984,ext_bartin_0984,classguard_v2_external_frozen_1,classroom,7.033,8.7494,3.4266,61.534382,210.855155,1.244047,S,180,0.20167,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0985,Bartin,Bartin_base_0985,ext_bartin_0985,classguard_v2_external_frozen_1,classroom,7.0529,8.8929,3.057,62.721451,191.736808,1.260884,S,180,0.20313,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0986,Bartin,Bartin_base_0986,ext_bartin_0986,classguard_v2_external_frozen_1,classroom,7.5531,9.8332,3.3192,74.270866,246.518414,1.301878,S,180,0.37751,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0987,Bartin,Bartin_base_0987,ext_bartin_0987,classguard_v2_external_frozen_1,classroom,6.4381,9.3472,3.402,60.177797,204.72548,1.451856,N,0,0.36261,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0988,Bartin,Bartin_base_0988,ext_bartin_0988,classguard_v2_external_frozen_1,classroom,7.4027,7.7886,3.7405,57.656693,215.664617,1.052127,W,270,0.33636,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0989,Bartin,Bartin_base_0989,ext_bartin_0989,classguard_v2_external_frozen_1,classroom,6.7588,8.2031,3.275,55.443255,181.577464,1.213695,S,180,0.29109,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0990,Bartin,Bartin_base_0990,ext_bartin_0990,classguard_v2_external_frozen_1,classroom,6.3135,9.1406,3.4962,57.709598,201.762796,1.447789,N,0,0.3757,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0991,Bartin,Bartin_base_0991,ext_bartin_0991,classguard_v2_external_frozen_1,classroom,7.4805,8.3251,3.6882,62.276311,229.68683,1.112902,S,180,0.24702,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0992,Bartin,Bartin_base_0992,ext_bartin_0992,classguard_v2_external_frozen_1,classroom,7.3494,9.2038,3.7197,67.64265,251.611865,1.252318,W,270,0.2764,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0993,Bartin,Bartin_base_0993,ext_bartin_0993,classguard_v2_external_frozen_1,classroom,6.5442,7.9452,3.1197,51.994431,162.207282,1.214088,W,270,0.29727,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0994,Bartin,Bartin_base_0994,ext_bartin_0994,classguard_v2_external_frozen_1,classroom,6.4654,7.0621,3.0263,45.659242,138.176901,1.092292,N,0,0.36943,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0995,Bartin,Bartin_base_0995,ext_bartin_0995,classguard_v2_external_frozen_1,classroom,6.2731,9.7587,3.7678,61.217067,230.655575,1.555636,S,180,0.23678,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0996,Bartin,Bartin_base_0996,ext_bartin_0996,classguard_v2_external_frozen_1,classroom,7.5127,8.2209,3.1291,61.761217,193.25731,1.094255,W,270,0.40312,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0997,Bartin,Bartin_base_0997,ext_bartin_0997,classguard_v2_external_frozen_1,classroom,6.6618,8.3442,3.0986,55.58769,172.245703,1.252543,S,180,0.23444,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0998,Bartin,Bartin_base_0998,ext_bartin_0998,classguard_v2_external_frozen_1,classroom,7.4254,8.0014,3.1589,59.413597,187.679802,1.077561,N,0,0.25322,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0999,Bartin,Bartin_base_0999,ext_bartin_0999,classguard_v2_external_frozen_1,classroom,6.9325,9.4263,3.4196,65.347991,223.464289,1.359732,S,180,0.33913,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
